Gene,Drug,Interaction Score,Interaction Type
ATP5F1D,SEVOFLURANE,0.5643653898257895,Unknown
ATP5F1D,DESFLURANE,0.6960506474518071,Unknown
ATP5F1D,ENFLURANE,0.6735974007598132,Unknown
ATP5F1D,METHOXYFLURANE,0.9491599737979188,Unknown
ATP5F1D,HALOTHANE,0.5800422062098392,Unknown
CCKBR,[3H]L365260,3.559349901742195,inhibitor (INHIBITORY)
CCKBR,GASTRIN-71,1.186449967247398,agonist (ACTIVATING)
CCKBR,GW-5823,0.5932249836236992,inhibitor (INHIBITORY)
CCKBR,[3H]GASTRIN,1.186449967247398,agonist (ACTIVATING)
CCKBR,GASTRIN-14,1.186449967247398,agonist (ACTIVATING)
CCKBR,JNJ-26070109,2.372899934494797,inhibitor (INHIBITORY)
CCKBR,CERULETIDE,0.5932249836236992,Unknown
CCKBR,SPIROGLUMIDE,0.3954833224157995,Unknown
CCKBR,LORGLUMIDE,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,NETAZEPIDE,3.559349901742195,inhibitor (INHIBITORY)
CCKBR,AG-041R,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,PENTAGASTRIN,3.559349901742195,Unknown
CCKBR,AZD-4017,0.790966644831599,Unknown
CCKBR,CCK-33,0.5932249836236992,agonist (ACTIVATING)
CCKBR,CCK-4,1.186449967247398,agonist (ACTIVATING)
CCKBR,GASTRIN-34,1.186449967247398,agonist (ACTIVATING)
CCKBR,L-740093,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,ITRIGLUMIDE,3.559349901742195,inhibitor (INHIBITORY)
CCKBR,YM-022,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,LY-288513,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,OLANZAPINE,0.03122236755914206,Unknown
CCKBR,DESULFATED GASTRIN-17,1.186449967247398,agonist (ACTIVATING)
CCKBR,TETRONOTHIODIN,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,Z-360,2.372899934494797,inhibitor (INHIBITORY)
CCKBR,PAREGORIC,0.0515847811846695,Unknown
CCKBR,DESULFATED GASTRIN-34,1.186449967247398,agonist (ACTIVATING)
CCKBR,DESULFATED GASTRIN-14,1.186449967247398,agonist (ACTIVATING)
CCKBR,INOSITOL,0.2372899934494797,Unknown
CCKBR,BENZODIAZEPINE,0.7118699803484391,Unknown
CCKBR,SINCALIDE,0.5932249836236992,agonist (ACTIVATING)
CCKBR,DEVAZEPIDE,0.5932249836236992,inhibitor (INHIBITORY)
CCKBR,[125I]GASTRIN,1.186449967247398,agonist (ACTIVATING)
CCKBR,CLOZAPINE,0.02446288592262677,Unknown
CCKBR,GV150013,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,PD-135158,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,"[125I]DTYR-GLY-[(NLE28,31)CCK-26-33",0.5932249836236992,agonist (ACTIVATING)
CCKBR,CI-988,2.372899934494797,inhibitor (INHIBITORY)
CCKBR,A-71378,0.5932249836236992,agonist (ACTIVATING)
CCKBR,DIAZEPAM,0.08182413567223437,Unknown
CCKBR,[125I]-BDZ2,1.186449967247398,inhibitor (INHIBITORY)
CCKBR,PD-170292,0.5932249836236992,Unknown
CCKBR,DESULFATED CHOLECYSTOKININ-8,1.186449967247398,agonist (ACTIVATING)
CCKBR,PROGLUMIDE,0.5932249836236992,inhibitor (INHIBITORY)
CCKBR,DESULFATED GASTRIN-71,1.186449967247398,agonist (ACTIVATING)
HIVEP1,BI-3406,3.480253237259035,Unknown
HIVEP1,MRTX0902,10.4407597117771,Unknown
HIVEP1,BAY-293,10.4407597117771,Unknown
HIVEP1,SOS1 PROTAC 9D,10.4407597117771,agonist (ACTIVATING)
HIVEP1,COMPOUND 37 [PMID: 36384290],10.4407597117771,Unknown
ADCY9,DALCETRAPIB,10.4407597117771,Unknown
ADCY9,ALBUTEROL SULFATE,1.606270724888785,Unknown
ADCY9,ANTIDEPRESSANT AGENT,0.4015676812221964,Unknown
ADCY9,CHEMBL:CHEMBL401844,5.220379855888553,Unknown
ADCY9,CCL5,2.088151942355421,agonist (ACTIVATING)
PDE1C,DIPYRIDAMOLE,0.4661053442757637,inhibitor (INHIBITORY)
PDE1C,PENTOXIFYLLINE,0.745768550841222,inhibitor (INHIBITORY)
GLRA2,EPCORITAMAB,1.535405839967221,antibody (INHIBITORY)
GLRA2,CATUMAXOMAB,0.6141623359868885,antibody (INHIBITORY)
GLRA2,TARLATAMAB,3.070811679934443,antibody (INHIBITORY)
GLRA2,ZWB67,1.535405839967221,antibody (INHIBITORY)
GLRA2,HU-210,0.8773747656955552,Unknown
GLRA2,TEPLIZUMAB,3.070811679934443,antibody (INHIBITORY)
GLRA2,TEPODITAMAB,1.535405839967221,antibody (INHIBITORY)
GLRA2,WIN55212-2,0.2924582552318517,Unknown
GLRA2,PF-07062119,1.535405839967221,antibody (INHIBITORY)
GLRA2,PICROTOXIN,0.7677029199836107,Unknown
GLRA2,MUROMONAB-CD3,0.4386873828477776,antibody (INHIBITORY)
GLRA2,OTELIXIZUMAB,3.070811679934443,antibody (INHIBITORY)
GLRA2,MOSUNETUZUMAB,1.535405839967221,antibody (INHIBITORY)
GLRA2,ONTERNABEZ,1.228324671973777,Unknown
GLRA2,LINVOSELTAMAB,1.535405839967221,antibody (INHIBITORY)
GLRA2,BLINATUMOMAB,0.3070811679934442,antibody (INHIBITORY)
GLRA2,AX-024,1.535405839967221,Unknown
EPS15,NG-25,0.8700633093147588,inhibitor (INHIBITORY)
EPS15,BOSUTINIB,0.1891441976771215,inhibitor (INHIBITORY)
EPS15,XILIERTINIB,0.725052757762299,inhibitor (INHIBITORY)
EPS15,COMPOUND 23 [PMID: 17600705],1.087579136643448,inhibitor (INHIBITORY)
EPS15,ACALABRUTINIB,0.2559009733278702,inhibitor (INHIBITORY)
EPS15,COMPOUND 36 [PMID: 21958547],1.087579136643448,inhibitor (INHIBITORY)
EPS15,TOLIMIDONE,4.350316546573794,modulator (None)
EPS15,BAFETINIB,1.087579136643448,inhibitor (INHIBITORY)
EPS15,IBRUTINIB,0.1279504866639351,inhibitor (INHIBITORY)
EPS15,PEXMETINIB,0.241684252587433,inhibitor (INHIBITORY)
EPS15,ECF506,0.4350316546573794,inhibitor (INHIBITORY)
EPS15,"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",0.1812631894405747,inhibitor (INHIBITORY)
ERAP1,CHEMBL:CHEMBL531269,2.900211031049196,Unknown
ERAP1,CHEMBL:CHEMBL587247,8.700633093147589,Unknown
ERAP1,ESCULETIN,1.24294758473537,Unknown
ERAP1,TOSEDOSTAT,0.4350316546573794,inhibitor (INHIBITORY)
ERAP1,SCOPOLETIN,1.450105515524598,Unknown
ERAP1,UMBELLIFERONE,4.350316546573794,Unknown
SMARCA2,AMINACRINE HYDROCHLORIDE,1.864421377103054,Unknown
SMARCA2,CHEMBL:CHEMBL583824,4.350316546573794,Unknown
SMARCA2,CHEMBL:CHEMBL580076,2.175158273286897,Unknown
SMARCA2,CHEMBL:CHEMBL19954,0.725052757762299,Unknown
CACNA1E,GABAPENTIN,0.1305094963972138,modulator (None)
CACNA1E,CELECOXIB,0.1558322345041359,Unknown
CACNA1E,SULOCTIDIL,0.2007838406110982,blocker (INHIBITORY)
CACNA1E,PHLOROGLUCINOL,0.2007838406110982,blocker (INHIBITORY)
CACNA1E,ATAGABALIN,0.2007838406110982,modulator (None)
CACNA1E,PREGABALIN,0.2007838406110982,modulator (None)
CACNA1E,GABAPENTIN ENACARBIL,0.1933474020699464,modulator (None)
CACNA1E,TERODILINE HYDROCHLORIDE,0.1683993501899533,blocker (INHIBITORY)
CACNA1E,IMAGABALIN,0.2007838406110982,modulator (None)
CACNA1E,BEPRIDIL HYDROCHLORIDE,0.2007838406110982,blocker (INHIBITORY)
NEK4,DOVITINIB,0.04698811751474845,Unknown
NEK4,SP-600125,0.05332359403359094,Unknown
NEK4,TAMATINIB,0.05859012183937771,Unknown
NEK4,CENISERTIB,0.04021864295753893,Unknown
NEK4,NVP-TAE684,0.04607572688339412,Unknown
NEK4,SNS-314,0.1129952349759427,Unknown
NEK4,BAY 61-3606,0.1157512163168193,Unknown
NEK4,GW441756X,0.07301230567676298,Unknown
NEK4,PHA-767491,0.07190605862105445,Unknown
NEK4,CYC-116,0.04892577184525354,Unknown
NEK4,ILORASERTIB,0.04091206783611718,Unknown
CDC25A,P6949,34.80253237259035,Unknown
MSH5,GEMCITABINE,0.5674325930313645,Unknown
MSH5,CARBOPLATIN,0.6070209134754132,Unknown
ATP2B4,ZN2+,1.186449967247398,blocker (INHIBITORY)
ATP2B4,PREGNENOLONE SULPHATE,5.220379855888553,activator (ACTIVATING)
CSRP1,BALANOL,4.015676812221964,inhibitor (INHIBITORY)
DNM2,K02288,2.175158273286897,inhibitor (INHIBITORY)
DNM2,COMPOUND 13D [PMID: 23639540],0.621473792367685,inhibitor (INHIBITORY)
DNM2,ZILURGISERTIB,0.8700633093147588,inhibitor (INHIBITORY)
DNM2,LDN-214117,1.087579136643448,inhibitor (INHIBITORY)
DNM2,FIDRISERTIB,4.350316546573794,inhibitor (INHIBITORY)
DNM2,ML347,1.450105515524598,inhibitor (INHIBITORY)
DNM2,COMPOUND 13A [PMID: 23639540],0.621473792367685,inhibitor (INHIBITORY)
DNM2,"COMPOUND 7 [NGUYEN ET AL., 2023]",0.8700633093147588,inhibitor (INHIBITORY)
DNM2,ITACNOSERTIB,2.175158273286897,inhibitor (INHIBITORY)
DNM2,MOMELOTINIB,0.3346397343518303,inhibitor (INHIBITORY)
DNM2,COMPOUND 13R [PMID: 23639540],0.725052757762299,inhibitor (INHIBITORY)
DNM2,BMS-986260,1.450105515524598,inhibitor (INHIBITORY)
GSK3B,RG-1530,0.01207303389428435,Unknown
GSK3B,SB 216763,0.3026307162833944,Unknown
GSK3B,GO-6976,0.02639221362936578,Unknown
GSK3B,GW441756X,0.01745946440096506,Unknown
GSK3B,PHA-767491,0.01719492706155649,Unknown
GSK3B,CHEMBL:CHEMBL1081326,2.269730372125457,Unknown
GSK3B,CYC-116,0.01169964109343019,Unknown
GSK3B,URSOLIC ACID,0.1891441976771214,Unknown
GSK3B,CHEMBL:CHEMBL588859,0.2837162965156822,Unknown
GSK3B,AR-AO-14418,0.1621235980089612,Unknown
GSK3B,ALSTERPAULLONE,0.02182433050120632,Unknown
GSK3B,BAY 61-3606,0.0276796386844568,Unknown
GSK3B,JNJ-7706621,0.0206339124738678,Unknown
GSK3B,ELRAGLUSIB,0.5674325930313644,inhibitor (INHIBITORY)
GSK3B,KENPAULLONE,0.02364302470964018,Unknown
GSK3B,METHOTREXATE,0.0206339124738678,Unknown
GSK3B,PALBINONE,2.269730372125457,Unknown
GSK3B,CITALOPRAM,0.0648494392035845,Unknown
GSK3B,AZD-1080,0.1335135513014975,inhibitor (INHIBITORY)
GSK3B,PALINURIN,2.269730372125457,Unknown
GSK3B,CHEMBL:CHEMBL449063,2.269730372125457,Unknown
GSK3B,TIDEGLUSIB,0.7565767907084859,inhibitor (INHIBITORY)
GSK3B,LY-2090314,0.04364866100241265,inhibitor (INHIBITORY)
GSK3B,LITHIUM CARBONATE,0.2269730372125457,inhibitor (INHIBITORY)
GSK3B,MANZAMINE A,2.269730372125457,Unknown
GSK3B,BETA-SITOSTEROL,2.269730372125457,Unknown
GSK3B,1-AZAKENPAULLONE,0.0872973220048253,Unknown
GSK3B,CEP-11981,0.1080823986726408,Unknown
GSK3B,GW843682X,0.02909910733494176,Unknown
GSK3B,GSK-269962A,0.02579239059233475,Unknown
GSK3B,LADUVIGLUSIB,0.0756576790708486,Unknown
GSK3B,PF-562271,0.0105080109820623,Unknown
GSK3B,RELATLIMAB,1.134865186062728,antibody (INHIBITORY)
GSK3B,BMS-387032,0.06675677565074875,Unknown
GSK3B,SB203580,0.03913328227802513,Unknown
GSK3B,LITHIUM CITRATE,0.3782883953542429,inhibitor (INHIBITORY)
GSK3B,BETULINIC ACID,0.4539460744250915,Unknown
GSK3B,CHEMBL:CHEMBL546797,0.03546453706446027,Unknown
GSK3B,SP-600125,0.01275129422542392,Unknown
GSK3B,CHEMBL:CHEMBL1276446,0.2837162965156822,Unknown
GSK3B,SOTRASTAURIN,0.01860434731250375,Unknown
GSK3B,SITOGLUSIDE,2.269730372125457,Unknown
GSK3B,CHEMBL:CHEMBL379975,0.02579239059233475,Unknown
GSK3B,OLEANOLIC ACID,0.4539460744250915,Unknown
GSK3B,SR-13668,0.7565767907084859,Unknown
GSK3B,FLUOXETINE HYDROCHLORIDE,0.08106179900448064,Unknown
PLA2G6,NIFLUMIC ACID,2.007838406110982,Unknown
PLA2G6,ETOPOSIDE,0.450032746197289,Unknown
CTNNA1,EDAXETERKIB,4.015676812221964,inhibitor (INHIBITORY)
CTNNA1,RAVOXERTINIB,0.6692794687036606,inhibitor (INHIBITORY)
CTNNA1,SCH772984,0.6692794687036606,inhibitor (INHIBITORY)
CTNNA1,VTX-11E,0.8031353624443928,inhibitor (INHIBITORY)
CTNNA1,BEROTERKIB,4.015676812221964,inhibitor (INHIBITORY)
CTNNA1,ULIXERTINIB,0.4015676812221964,inhibitor (INHIBITORY)
CTNNA1,LADUVIGLUSIB,0.2677117874814643,inhibitor (INHIBITORY)
CTNNA1,COMPOUND 27 [PMID: 29775310],4.015676812221964,inhibitor (INHIBITORY)
CTNNA1,TIZATERKIB,4.015676812221964,inhibitor (INHIBITORY)
CTNNA1,RINETERKIB,1.338558937407321,inhibitor (INHIBITORY)
CTNNA1,MK-8353,0.6692794687036606,inhibitor (INHIBITORY)
CTNNA1,"5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE",2.007838406110982,inhibitor (INHIBITORY)
CTNNA1,ERK INHIBITOR III,4.015676812221964,inhibitor (INHIBITORY)
GRN,ANTI-ILT7 ANTIBODY,52.20379855888553,antibody (INHIBITORY)
ACVR2A,SOTATERCEPT,11.60084412419678,Unknown
ACVR2A,BIMAGRUMAB,8.700633093147589,Unknown
ACVR2A,DIBOTERMIN ALFA,2.900211031049196,agonist (ACTIVATING)
NDUFA2,NV-128,0.3480253237259035,inhibitor (INHIBITORY)
NDUFA2,ME-344,0.3412012977704936,inhibitor (INHIBITORY)
NDUFA2,METFORMIN HYDROCHLORIDE,0.3107368961838425,inhibitor (INHIBITORY)
KIT,BINIMETINIB,0.1228324671973777,Unknown
KIT,BEVACIZUMAB,0.03070811679934442,Unknown
KIT,DOVITINIB,0.03040407603895487,inhibitor (INHIBITORY)
KIT,AMUVATINIB,0.4386873828477776,inhibitor (INHIBITORY)
KIT,AKT INHIBITOR MK2206,0.08773747656955552,Unknown
KIT,SP-600125,0.006900700404347063,Unknown
KIT,SORAFENIB,0.1281730092494376,inhibitor (INHIBITORY)
KIT,CABOZANTINIB S-MALATE,0.167498818905515,inhibitor (INHIBITORY)
KIT,MOTESANIB,0.2233317585406867,inhibitor (INHIBITORY)
KIT,SUNITINIB,0.499006897989347,inhibitor (INHIBITORY)
KIT,XL-999,0.05583293963517169,inhibitor (INHIBITORY)
KIT,PEXIDARTINIB,0.2632124297086666,inhibitor (INHIBITORY)
KIT,PAZOPANIB HYDROCHLORIDE,0.2047207786622961,Unknown
KIT,RIPRETINIB,1.59682207356591,inhibitor (INHIBITORY)
KIT,MIDOSTAURIN,0.2105699437669332,inhibitor (INHIBITORY)
KIT,MASITINIB,0.1806359811726142,inhibitor (INHIBITORY)
KIT,NINTEDANIB ESYLATE,0.07369948031842662,Unknown
KIT,JNJ-7706621,0.01116658792703433,Unknown
KIT,TANDUTINIB,0.1316062148543333,inhibitor (INHIBITORY)
KIT,NILOTINIB,0.6525474819860692,inhibitor (INHIBITORY)
KIT,TELATINIB,0.2632124297086666,inhibitor (INHIBITORY)
KIT,SERALUTINIB,0.102360389331148,inhibitor (INHIBITORY)
KIT,CEDIRANIB,0.02193436914238888,inhibitor (INHIBITORY)
KIT,GILTERITINIB,0.06824025955409872,Unknown
KIT,CYTARABINE,0.01535405839967221,Unknown
KIT,ADAVOSERTIB,0.04386873828477776,Unknown
KIT,XL820,0.3070811679934442,inhibitor (INHIBITORY)
KIT,TIVOZANIB HYDROCHLORIDE,0.1228324671973777,inhibitor (INHIBITORY)
KIT,BARASERTIB,0.04724325661437605,Unknown
KIT,GW843682X,0.01574775220479201,Unknown
KIT,PEMBROLIZUMAB,0.07444391951356225,Unknown
KIT,SPARTALIZUMAB,0.4094415573245923,Unknown
KIT,ILORASERTIB,0.005294502896438694,Unknown
KIT,IDRX-42,0.6141623359868885,Unknown
KIT,FF-10101,0.4094415573245923,Unknown
KIT,AMG-191,1.228324671973777,inhibitor (INHIBITORY)
KIT,CATEQUENTINIB,0.1228324671973777,inhibitor (INHIBITORY)
KIT,OSI-930,0.2456649343947554,inhibitor (INHIBITORY)
KIT,CHEMBL:CHEMBL578061,0.02456649343947554,Unknown
KIT,OLVEREMBATINIB,0.2047207786622961,Unknown
KIT,ENMD-2076,0.03962337651528313,inhibitor (INHIBITORY)
KIT,INFIGRATINIB,0.0909870127387983,Unknown
KIT,XL-820,0.2047207786622961,inhibitor (INHIBITORY)
KIT,TORIPALIMAB-TPZI,0.3070811679934442,Unknown
KIT,CYC-116,0.006331570474091635,Unknown
KIT,FORETINIB,0.03232433347299413,inhibitor (INHIBITORY)
KIT,FAMITINIB,0.175474953139111,inhibitor (INHIBITORY)
KIT,VATALANIB,0.1364805191081974,inhibitor (INHIBITORY)
KIT,PEXIDARTINIB HYDROCHLORIDE,0.2047207786622961,inhibitor (INHIBITORY)
KIT,CENISERTIB,0.01561429667763276,inhibitor (INHIBITORY)
KIT,PI3K/BET INHIBITOR LY294002,0.2047207786622961,Unknown
KIT,SU-014813,0.08773747656955552,inhibitor (INHIBITORY)
KIT,AZD3229,1.228324671973777,Unknown
KIT,ROMIPLOSTIM,0.07677029199836106,Unknown
KIT,TOCERANIB PHOSPHATE,0.2047207786622961,inhibitor (INHIBITORY)
KIT,VENETOCLAX,0.05583293963517169,Unknown
KIT,LINIFANIB,0.007677029199836107,Unknown
KIT,COPANLISIB,0.05583293963517169,Unknown
KIT,CM-082,0.1535405839967221,inhibitor (INHIBITORY)
KIT,CRIZOTINIB,0.07369948031842662,Unknown
KIT,AST-487,0.01497956917041191,Unknown
KIT,FLUMATINIB,0.6141623359868885,Unknown
KIT,LETROZOLE,0.06824025955409872,Unknown
KIT,XL999,0.06141623359868885,Unknown
KIT,LENVATINIB,0.03232433347299413,Unknown
KIT,AVAPRITINIB,2.088151942355421,inhibitor (INHIBITORY)
KIT,DASATINIB ANHYDROUS,0.2909190012569472,inhibitor (INHIBITORY)
KIT,BEZUCLASTINIB,1.842487007960665,Unknown
KIT,ENTRECTINIB,0.01077477782433137,Unknown
KIT,CRENOLANIB,0.1637766229298369,Unknown
KIT,SNS-314,0.01462291276159258,Unknown
KIT,AXITINIB,0.175474953139111,inhibitor (INHIBITORY)
KIT,TRAMETINIB DIMETHYL SULFOXIDE,0.03920185123320565,Unknown
KIT,RG-1530,0.006533641872200942,Unknown
KIT,IMATINIB,1.049193990644268,inhibitor (INHIBITORY)
KIT,MOTESANIB DIPHOSPHATE,1.228324671973777,Unknown
KIT,REGORAFENIB,0.3536086176894206,inhibitor (INHIBITORY)
KIT,MIRDAMETINIB,0.08188831146491848,Unknown
KIT,PONATINIB,0.3307027963006323,Unknown
KIT,PAZOPANIB,0.04309911129732551,inhibitor (INHIBITORY)
KIT,DERAZANTINIB,0.1535405839967221,Unknown
KIT,SEMAXANIB,0.03612719623452285,inhibitor (INHIBITORY)
KIT,BAY 61-3606,0.01497956917041191,Unknown
KIT,QUIZARTINIB,0.6141623359868885,inhibitor (INHIBITORY)
KIT,THE-630,0.6141623359868885,Unknown
HIP1,COMPOUND 5A [PMID: 31287314],4.350316546573794,inhibitor (INHIBITORY)
HIP1,COMPOUND 5B  [PMID: 31287314],4.350316546573794,inhibitor (INHIBITORY)
HIP1,SALVIANOLIC ACID A,5.800422062098392,inhibitor (INHIBITORY)
SERPINB1,"ETHYL 3-[(E)-2-AMINO-1-CYANOETHENYL]-6,7-DICHLORO-1-METHYL-1H-INDOLE-2-CARBOXYLATE",8.700633093147589,inhibitor (INHIBITORY)
SERPINB1,CIRTUVIVINT,8.700633093147589,inhibitor (INHIBITORY)
KCNC1,NERISPIRDINE,0.1740126618629517,blocker (INHIBITORY)
KCNC1,DALFAMPRIDINE,0.1812631894405747,blocker (INHIBITORY)
KCNC1,AMIFAMPRIDINE PHOSPHATE,0.2122105632475021,blocker (INHIBITORY)
KCNC1,TEDISAMIL,0.2175158273286897,blocker (INHIBITORY)
KCNC1,AMIFAMPRIDINE,0.2071579307892282,blocker (INHIBITORY)
KCNC1,GUANIDINE HYDROCHLORIDE,0.2122105632475021,blocker (INHIBITORY)
OGG1,SELENIUM,3.070811679934443,Unknown
OGG1,CAFFEINE,1.410913474564473,Unknown
EPM2AIP1,DACARBAZINE,3.480253237259035,Unknown
EPM2AIP1,PROCARBAZINE,10.4407597117771,Unknown
ERG,PERGOLIDE MESYLATE,0.5736681160317092,Unknown
ERG,HOMIDIUM BROMIDE,0.1384716142145504,Unknown
ERG,MEDROXYPROGESTERONE ACETATE,0.4015676812221964,Unknown
ERG,CHEMBL:CHEMBL585591,0.1673198671759151,Unknown
ERG,COMPOUND 5N [PMID: 20483621],1.338558937407321,inhibitor (INHIBITORY)
ERG,CHEMBL:CHEMBL429095,0.08031353624443928,Unknown
ERG,CHEMBL:CHEMBL581225,0.5019596015277455,Unknown
ERG,IDARUBICIN,0.08365993358795758,Unknown
ERG,DAUNORUBICIN HYDROCHLORIDE,0.1216871761279383,Unknown
ERG,CHEMBL:CHEMBL146525,0.5736681160317092,Unknown
ERG,"1,4-DIMETHOXYANTHRAQUINONE",0.4015676812221964,Unknown
ERG,N-ACETYLASPARTIC ACID,4.015676812221964,Unknown
ERG,MITONAFIDE,0.5019596015277455,Unknown
CYP2A7,MERCAPTOPURINE,0.5800422062098393,Unknown
CYP2A7,SILMITASERTIB,1.864421377103054,inhibitor (INHIBITORY)
CYP2A7,COMPOUND 1A [PMID: 24900749],3.262737409930345,inhibitor (INHIBITORY)
CYP2A7,COMPOUND 2C [PMID: 22115617],6.525474819860691,inhibitor (INHIBITORY)
CACNG2,LITHIUM,0.2193436914238887,Unknown
CACNG2,MONOAMINE OXIDASE INHIBITOR,0.1058900579287738,Unknown
CACNG2,TRIMIPRAMINE,0.09305489939195281,Unknown
CACNG2,IMAGABALIN,0.1181081415359401,modulator (None)
CACNG2,GABAPENTIN ENACARBIL,0.1137337659234978,modulator (None)
CACNG2,AMITRIPTYLINE HYDROCHLORIDE,0.06824025955409874,Unknown
CACNG2,CLOMIPRAMINE,0.08081083368248534,Unknown
CACNG2,PHLOROGLUCINOL,0.1181081415359401,blocker (INHIBITORY)
CACNG2,BEPRIDIL HYDROCHLORIDE,0.1181081415359401,blocker (INHIBITORY)
CACNG2,ATAGABALIN,0.1181081415359401,modulator (None)
CACNG2,DOXEPIN HYDROCHLORIDE,0.06979117454396462,Unknown
CACNG2,TERODILINE HYDROCHLORIDE,0.09905844128820783,blocker (INHIBITORY)
CACNG2,DESIPRAMINE,0.07873876102396007,Unknown
CACNG2,GABAPENTIN,0.07677029199836106,modulator (None)
CACNG2,SULOCTIDIL,0.1181081415359401,blocker (INHIBITORY)
CACNG2,NORTRIPTYLINE,0.09596286499795134,Unknown
CACNG2,PREGABALIN,0.1181081415359401,modulator (None)
RNASE1,CYTIDINE 3'-MONOPHOSPHATE,104.407597117771,Unknown
NT5C3A,IDARUBICIN,1.087579136643448,Unknown
NT5C3A,CYTARABINE,0.6525474819860692,Unknown
BRSK2,HESPERADIN,1.305094963972138,inhibitor (INHIBITORY)
SCN8A,CHLOROPROCAINE,0.06692794687036607,blocker (INHIBITORY)
SCN8A,PRILOCAINE,0.0790966644831599,blocker (INHIBITORY)
SCN8A,PHENYTOIN SODIUM,0.02071579307892283,blocker (INHIBITORY)
SCN8A,LACOSAMIDE,0.06692794687036607,blocker (INHIBITORY)
SCN8A,LIDOCAINE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,RALFINAMIDE,0.04350316546573794,blocker (INHIBITORY)
SCN8A,ENCAINIDE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,LIDOCAINE,0.05118019466557404,blocker (INHIBITORY)
SCN8A,FOSPHENYTOIN,0.06692794687036607,blocker (INHIBITORY)
SCN8A,CARBAMAZEPINE,0.01775639406764814,blocker (INHIBITORY)
SCN8A,QUINIDINE POLYGALACTURONATE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,IRAMPANEL,0.06214737923676849,blocker (INHIBITORY)
SCN8A,ZANDATRIGINE,0.4350316546573794,Unknown
SCN8A,TOCAINIDE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,TETRACAINE,0.0790966644831599,blocker (INHIBITORY)
SCN8A,MORICIZINE HYDROCHLORIDE,0.07250527577622991,blocker (INHIBITORY)
SCN8A,SAFINAMIDE,0.05800422062098392,Unknown
SCN8A,ORPHENADRINE CITRATE,0.04143158615784566,blocker (INHIBITORY)
SCN8A,NKTR-171,0.08700633093147588,blocker (INHIBITORY)
SCN8A,PRIMIDONE,0.02485895169470739,blocker (INHIBITORY)
SCN8A,TOPIRAMATE,0.01977416612078997,blocker (INHIBITORY)
SCN8A,MERETHOXYLLINE PROCAINE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,ROPIVACAINE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,BENOXINATE HYDROCHLORIDE,0.0790966644831599,blocker (INHIBITORY)
SCN8A,EVENAMIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,HEXYLCAINE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,ARTICAINE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,QUINIDINE GLUCONATE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,NERISPIRDINE,0.01740126618629517,blocker (INHIBITORY)
SCN8A,MEPIVACAINE HYDROCHLORIDE,0.05437895683217243,blocker (INHIBITORY)
SCN8A,ETIDOCAINE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,CENOBAMATE,0.03107368961838424,inhibitor (INHIBITORY)
SCN8A,OXCARBAZEPINE,0.0483368505174866,blocker (INHIBITORY)
SCN8A,PHENAZOPYRIDINE HYDROCHLORIDE,0.05437895683217243,blocker (INHIBITORY)
SCN8A,MEXILETINE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,LAMOTRIGINE,0.03954833224157995,blocker (INHIBITORY)
SCN8A,RUFINAMIDE,0.07250527577622991,blocker (INHIBITORY)
SCN8A,COCAINE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,DYCLONINE HYDROCHLORIDE,0.05437895683217243,blocker (INHIBITORY)
SCN8A,QUINIDINE SULFATE,0.08700633093147588,blocker (INHIBITORY)
SCN8A,TETRODOTOXIN,0.08700633093147588,Unknown
SCN8A,DICHLOROBENZYL ALCOHOL,0.08700633093147588,blocker (INHIBITORY)
SCN8A,DRONEDARONE HYDROCHLORIDE,0.05437895683217243,blocker (INHIBITORY)
SCN8A,PRILOCAINE HYDROCHLORIDE,0.0790966644831599,blocker (INHIBITORY)
SCN8A,PROPARACAINE HYDROCHLORIDE,0.08700633093147588,blocker (INHIBITORY)
