,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneSymbol
203539_s_at,0.72676412,6.985832258,3.325479627,0.002130808,0.367915632,-1.449248249,GFAP
221914_at,-0.53696919,8.466113647,-3.323345352,0.002143103,0.367915632,-1.453716995,SYN1
235354_s_at,-0.489759237,2.215047882,-3.321308755,0.002154897,0.367915632,-1.45798011,RSRC1
202658_at,-0.538308081,9.312359062,-3.320447174,0.002159906,0.367915632,-1.459783291,PEX11B
226528_at,-0.516683239,3.158859963,-3.319571622,0.002165007,0.367915632,-1.461615513,MTX3
221957_at,-0.582917051,5.322576668,-3.319371917,0.002166172,0.367915632,-1.462033397,PDK3
223013_at,-0.436855019,8.898690857,-3.319267346,0.002166783,0.367915632,-1.462252209,TBL1XR1
217852_s_at,-0.864433888,8.62218508,-3.317443638,0.002177453,0.368582819,-1.466067793,ARL8B
235781_at,-0.691197812,3.966558077,-3.315006802,0.00219179,0.368936321,-1.471164807,CACNA1B
212508_at,-0.810639391,7.965118496,-3.313283538,0.002201983,0.368936321,-1.47476833,MOAP1
1561130_at,-0.393182165,2.519291025,-3.310826041,0.002216597,0.368936321,-1.479905856,HECTD4
209331_s_at,0.39941732,5.317983375,3.310375827,0.002219284,0.368936321,-1.480846879,MAX
201368_at,0.5196566,8.146564991,3.310251298,0.002220028,0.368936321,-1.481107155,ZFP36L2
1552455_at,0.459371463,4.207089501,3.308319823,0.002231597,0.369174993,-1.48514359,PRUNE2
236564_at,0.479408866,2.693776382,3.305357782,0.00224945,0.369174993,-1.4913318,LINC01128
201972_at,-0.713079814,8.976843151,-3.305176941,0.002250544,0.369174993,-1.491709531,ATP6V1A
218518_at,-0.651716804,3.955915594,-3.304693363,0.002253473,0.369174993,-1.492719564,FAM13B
1554863_s_at,-0.366766671,3.925874729,-3.301119343,0.002275234,0.369174993,-1.500182564,DOK5
213869_x_at,-0.492878225,7.902039126,-3.300534353,0.002278815,0.369174993,-1.501403774,THY1
219145_at,-0.488847052,5.328508429,-3.29937684,0.002285916,0.369174993,-1.503819895,ADGRL1
212721_at,-0.663771203,6.188781658,-3.299175047,0.002287156,0.369174993,-1.50424107,SREK1
212149_at,-0.51348321,7.787453046,-3.298877409,0.002288986,0.369174993,-1.504862267,EFR3A
215208_x_at,0.298342667,8.323956118,3.297295568,0.002298737,0.369273255,-1.508163314,RPL35A
204230_s_at,-0.533432268,8.776109233,-3.295984381,0.00230685,0.369273255,-1.510899046,SLC17A7
202920_at,-0.571241161,6.07833166,-3.294522819,0.002315926,0.369273255,-1.513947982,ANK2
223058_at,0.575891018,5.567715688,3.294412646,0.002316611,0.369273255,-1.514177788,FAM107B
228749_at,-0.369495636,4.27618971,-3.292043227,0.002331401,0.369348355,-1.519119303,ZDBF2
218248_at,0.744308454,4.176283421,3.291589046,0.002334246,0.369348355,-1.520066342,FAM111A
216218_s_at,-0.466980635,2.610353719,-3.291094442,0.002337349,0.369348355,-1.521097607,PLCL2
227810_at,0.498391358,4.528695347,3.28830551,0.002354915,0.370945023,-1.526911386,ZNF558
208678_at,-0.660945101,8.431071026,-3.287287425,0.002361359,0.370945023,-1.529033155,ATP6V1E1
203188_at,-0.766126349,7.455966351,-3.286271489,0.002367806,0.370945023,-1.531150164,B4GAT1
208089_s_at,0.541883571,3.934865687,3.284651612,0.002378121,0.371496479,-1.534525093,TDRD3
223925_s_at,-0.666939257,8.928697762,-3.280442698,0.002405123,0.371725487,-1.543290824,MTPN
226397_s_at,-0.580349101,6.141150936,-3.279372551,0.002412035,0.371725487,-1.54551881,PHACTR1
202091_at,-0.294681116,3.615121018,-3.278715769,0.002416286,0.371725487,-1.546886037,ARL2BP
219341_at,-0.465492687,4.036869956,-3.272865672,0.002454472,0.371725487,-1.559059059,CLN8
233929_x_at,0.424176691,6.034436475,3.271727762,0.002461967,0.371725487,-1.561425767,WASH3P
220367_s_at,-0.495994755,2.155278092,-3.267830127,0.002487803,0.371725487,-1.569529665,SAP130
218581_at,0.4599559,3.030574956,3.265678762,0.002502174,0.371725487,-1.574000963,ABHD4
214930_at,-0.609723082,2.832287604,-3.265300211,0.002504711,0.371725487,-1.574787595,SLITRK5
219368_at,-0.751523588,6.600270502,-3.264903864,0.00250737,0.371725487,-1.575611166,NAP1L2
231361_at,-0.67203129,2.826317515,-3.264626506,0.002509232,0.371725487,-1.576187463,NLGN1
222657_s_at,-0.501334162,6.146660246,-3.26285845,0.002521134,0.371725487,-1.579860648,UBE2W
206233_at,-0.459248868,6.646280977,-3.262813663,0.002521436,0.371725487,-1.579953684,B4GALT6
208639_x_at,-0.445004001,5.091773608,-3.261978264,0.002527079,0.371725487,-1.581688939,PDIA6
221805_at,-1.020749869,7.107737748,-3.258057707,0.002553724,0.371725487,-1.589829983,NEFL
236824_at,-0.847007256,5.799861953,-3.257896727,0.002554824,0.371725487,-1.590164167,TMEM132B
230497_at,-0.496285315,8.761730081,-3.257456876,0.002557831,0.371725487,-1.591077235,CELF5
208898_at,-0.922295519,6.04969988,-3.257134278,0.002560039,0.371725487,-1.591746868,ATP6V1D
204011_at,-0.495076947,2.653748006,-3.256658716,0.002563296,0.371725487,-1.592733964,SPRY2
226996_at,-0.61861096,3.342721545,-3.253836007,0.002582715,0.371725487,-1.598591604,LCLAT1
201849_at,-0.537037284,6.658891633,-3.252998002,0.002588507,0.371725487,-1.600330193,BNIP3
212101_at,-0.772607276,5.147744125,-3.252554613,0.002591577,0.371725487,-1.601250002,KPNA6
210650_s_at,-0.547537005,4.170869063,-3.251320171,0.002600141,0.371725487,-1.603810563,PCLO
220966_x_at,-0.704420566,5.433379727,-3.249328206,0.002614018,0.371725487,-1.607941538,ARPC5L
200821_at,0.385763529,5.796881346,3.248974119,0.002616492,0.371725487,-1.608675734,LAMP2
223114_at,-0.364160958,2.626939543,-3.248939132,0.002616736,0.371725487,-1.608748277,COQ5
228990_at,0.459063862,5.921657771,3.248352375,0.002620841,0.371725487,-1.60996483,SNHG12
242644_at,0.387839767,3.399872383,3.24740713,0.002627468,0.371725487,-1.611924453,TMC8
209635_at,-0.408918669,6.030921442,-3.247242249,0.002628625,0.371725487,-1.61226625,AP1S1
218404_at,-0.928573567,6.325095792,-3.246869911,0.002631241,0.371725487,-1.613038072,SNX10
209186_at,-0.48241395,10.55761945,-3.244131618,0.002650553,0.371725487,-1.618713115,ATP2A2
202953_at,0.620331167,3.781359509,3.243386282,0.002655833,0.371725487,-1.620257442,C1QB
205348_s_at,-1.033107853,6.244299452,-3.242687166,0.002660794,0.371725487,-1.621705863,DYNC1I1
210872_x_at,-0.429912243,5.833399291,-3.242561454,0.002661687,0.371725487,-1.621966295,GAS7
212908_at,-0.542639231,4.379784489,-3.236647885,0.002704025,0.374390371,-1.634212263,DNAJC16
226305_at,-0.607531949,5.778477466,-3.236542328,0.002704786,0.374390371,-1.634430766,LYNX1
215687_x_at,-0.4997775,3.873572068,-3.235087075,0.002715306,0.374481877,-1.637442792,PLCB1
243651_at,0.503607154,5.191069305,3.234557212,0.002719146,0.374481877,-1.638539333,CPEB3
232930_at,0.344166512,2.962856725,3.23191447,0.002738375,0.376144151,-1.64400726,DOCK1
239461_at,0.619658496,4.653739447,3.229132551,0.002758758,0.37673235,-1.649761021,GALNT15
213040_s_at,-0.608320841,8.113038167,-3.228549421,0.002763048,0.37673235,-1.650966816,NPTXR
232575_at,0.529336079,3.219499639,3.226599118,0.002777445,0.377436558,-1.654998942,PCA3
219685_at,-0.374682319,2.482526329,-3.225854033,0.002782964,0.377436558,-1.656539073,TMEM35A
1566784_at,-0.423413327,3.975202067,-3.222056556,0.002811255,0.377436558,-1.66438622,NSF
202372_at,-0.487420274,5.984196898,-3.221937264,0.002812149,0.377436558,-1.66463266,RAB3GAP2
211616_s_at,-0.724085885,3.357074329,-3.220546742,0.00282258,0.377436558,-1.667504978,HTR2A
227053_at,-0.416429092,6.738788667,-3.219515045,0.002830343,0.377436558,-1.669635736,PACSIN1
223026_s_at,-0.5522191,5.613504776,-3.215668922,0.002859463,0.378425624,-1.67757644,VPS29
224691_at,-0.615823838,7.069174728,-3.214931332,0.00286508,0.378425624,-1.679098785,UHMK1
203001_s_at,-0.738204053,7.195440261,-3.213371326,0.002876995,0.378425624,-1.682318039,STMN2
230030_at,-0.529685743,3.990036413,-3.213318462,0.0028774,0.378425624,-1.682427118,HS6ST2
1570394_at,-0.448558319,1.869897571,-3.213071839,0.002879288,0.378425624,-1.682935987,XRN1
47560_at,-0.560831143,8.364217161,-3.21196919,0.002887744,0.378626914,-1.685210918,ADGRL1
230458_at,-0.345330295,2.392419848,-3.210152427,0.002901729,0.379550367,-1.688958411,SLC45A1
1566513_a_at,-0.439882501,2.439686229,-3.209074483,0.002910058,0.379731265,-1.691181472,GNG4
205816_at,0.488655036,6.964921214,3.207165382,0.002924863,0.380428715,-1.695117824,ITGB8
232411_at,-0.348547365,2.173940446,-3.204549689,0.002945266,0.380428715,-1.700509385,KCNJ6
213759_at,-0.463593056,4.860347741,-3.203465134,0.002953765,0.380428715,-1.702744329,ARL4C
215886_x_at,-0.560286019,5.064895367,-3.202654836,0.00296013,0.380428715,-1.704413891,USP12
224990_at,-0.51989168,7.210305585,-3.2026144,0.002960448,0.380428715,-1.704497203,SMIM14
203999_at,-1.172813802,7.005056579,-3.202436917,0.002961844,0.380428715,-1.704862867,SYT1
225864_at,0.393110972,7.086887277,3.200142173,0.002979951,0.380428715,-1.709589852,LRATD2
238037_at,-0.562653936,3.982718727,-3.199873938,0.002982074,0.380428715,-1.710142295,LMLN
214541_s_at,0.389547798,8.672397132,3.199492145,0.002985099,0.380428715,-1.710928579,QKI
233732_at,0.370695003,5.252321086,3.198978879,0.00298917,0.380428715,-1.71198556,GARS1-DT
208381_s_at,0.483233071,5.05063169,3.198500348,0.002992971,0.380428715,-1.712970943,SGPL1
203507_at,0.483760376,4.101577051,3.19775506,0.002998899,0.380428715,-1.714505493,CD68
203354_s_at,-0.848271889,8.285246752,-3.195640372,0.00301578,0.381305178,-1.718858766,PSD3
239530_at,-0.506039007,8.472722534,-3.193678579,0.003031521,0.381305178,-1.722896131,ADD2
223343_at,-0.571906521,2.134395783,-3.192828632,0.003038365,0.381305178,-1.724644973,MS4A7
202047_s_at,-0.448883728,6.079427433,-3.192383691,0.003041954,0.381305178,-1.725560393,CBX6
207101_at,-0.482808637,5.742912161,-3.192255785,0.003042987,0.381305178,-1.725823538,VAMP1
221006_s_at,-0.702471221,6.127799292,-3.191678323,0.003047652,0.381305178,-1.727011501,SNX27
226199_at,-0.544337562,3.239972486,-3.189677331,0.00306387,0.382027799,-1.731127218,UPRT
225552_x_at,-0.316053803,5.413627195,-3.189242921,0.003067402,0.382027799,-1.732020576,AURKAIP1
1560306_at,0.432570471,4.128177686,3.187938246,0.003078032,0.382480513,-1.734703288,SSH2
229970_at,-0.374095651,1.945098315,-3.180905239,0.003135944,0.386032574,-1.749156195,KBTBD7
225282_at,-0.443177553,6.915052321,-3.179833364,0.003144861,0.386032574,-1.751357636,SMAP2
238273_at,0.46734079,6.634521925,3.179653017,0.003146364,0.386032574,-1.751728005,SLC13A4
242377_x_at,0.332519627,5.372586614,3.179411759,0.003148375,0.386032574,-1.752223445,THUMPD3
204337_at,-0.831643863,4.980550221,-3.179088161,0.003151074,0.386032574,-1.752887953,RGS4
207322_at,-0.550901301,6.765163242,-3.178483273,0.003156126,0.386032574,-1.754130003,ITSN1
220992_s_at,-0.332209136,5.459174939,-3.178403043,0.003156797,0.386032574,-1.754294735,TRMT1L
238768_at,0.395244808,1.879386068,3.177052185,0.00316811,0.386032574,-1.75706811,C2orf68
230946_at,0.321188467,5.424646996,3.176807559,0.003170162,0.386032574,-1.757570281,FMN2
1555961_a_at,-0.682700645,7.55868974,-3.174533196,0.003189308,0.38675535,-1.762238276,HINT1
205546_s_at,0.258281217,4.441058783,3.173431155,0.003198624,0.38675535,-1.7644996,TYK2
203909_at,-0.495748099,8.035106805,-3.172189227,0.003209154,0.38675535,-1.767047534,SLC9A6
204454_at,-0.557755631,5.062151996,-3.171917018,0.003211466,0.38675535,-1.767605935,LDOC1
241733_at,0.393842731,3.468558949,3.170433762,0.003224094,0.386851818,-1.770648261,C18orf54
211347_at,-0.577712251,7.73118369,-3.168857822,0.003237563,0.386851818,-1.773879979,CDC14B
225049_at,-0.602109651,5.416899355,-3.1684908,0.003240708,0.386851818,-1.77463251,BLOC1S2
227580_s_at,0.412789987,3.284946129,3.168483862,0.003240767,0.386851818,-1.774646735,TECPR1
204435_at,-0.477360743,2.160908549,-3.167682299,0.003247645,0.386851818,-1.776290097,NUP58
226500_at,0.283630462,6.065378104,3.165190831,0.003269111,0.387470221,-1.781396879,ZBTB47
210222_s_at,-0.587000626,10.56210219,-3.164743381,0.00327298,0.387470221,-1.782313824,RTN1
209948_at,0.382597554,2.099091039,3.164144978,0.003278162,0.387470221,-1.783540022,KCNMB1
222431_at,-0.410917708,8.990421196,-3.162454556,0.003292842,0.387470221,-1.787003318,SPIN1
241977_s_at,-0.678540953,4.65641055,-3.160790292,0.003307356,0.387470221,-1.79041219,RAB3C
216306_x_at,0.397715225,5.447545798,3.158940877,0.003323555,0.387470221,-1.794199335,PTBP1
207668_x_at,-0.501463975,5.601648256,-3.158057303,0.003331321,0.387470221,-1.796008315,PDIA6
228546_at,-0.588982356,8.508028824,-3.157572545,0.00333559,0.387470221,-1.797000682,DPP6
226484_at,0.453014898,7.233595806,3.157215263,0.003338739,0.387470221,-1.797732044,ZBTB47
216899_s_at,-0.576083235,6.455942016,-3.156430757,0.003345663,0.387470221,-1.799337805,SKAP2
208734_x_at,-0.623432646,6.369243456,-3.156389212,0.00334603,0.387470221,-1.799422834,RAB2A
1566987_s_at,0.6020195,5.884046475,3.15533442,0.003355363,0.387470221,-1.801581525,LINC00674
206404_at,-0.441882139,4.411297553,-3.155015056,0.003358193,0.387470221,-1.802235055,FGF9
211985_s_at,-0.435504272,12.32324873,-3.154623359,0.003361668,0.387470221,-1.803036564,CALM1
203166_at,-0.516852552,7.139528824,-3.154279644,0.00336472,0.387470221,-1.803739851,CFDP1
238538_at,-0.333939166,4.350009595,-3.154110271,0.003366225,0.387470221,-1.804086397,ANKRD11
221702_s_at,-0.675851264,8.6627125,-3.15184776,0.003386389,0.387653502,-1.808714797,TM2D3
222589_at,-0.478786459,8.777338604,-3.150333634,0.003399947,0.387653502,-1.811811373,NLK
239550_at,0.56662869,5.244775758,3.149782381,0.003404896,0.387653502,-1.812938585,RORA
1557430_at,-0.718278405,4.822215403,-3.149174861,0.003410358,0.387653502,-1.814180743,SMIM17
210645_s_at,-0.708591358,6.338218128,-3.148196294,0.003419174,0.387849225,-1.816181328,TTC3
223868_s_at,0.387789837,5.004368773,3.144138138,0.003455964,0.388741293,-1.82447475,WWOX
231824_at,-0.451762269,2.929820868,-3.143742596,0.00345957,0.388741293,-1.82528283,LARP1B
219957_at,-0.383996423,1.981435577,-3.141980418,0.003475678,0.388741293,-1.828882334,RUFY2
236309_x_at,0.336620355,4.244957237,3.140973214,0.003484917,0.388741293,-1.830939274,ZMIZ2
240445_at,0.426656433,3.831223933,3.139977158,0.003494077,0.388741293,-1.832973143,PCDHB15
202508_s_at,-0.713116286,9.454212976,-3.13907755,0.003502369,0.388741293,-1.834809814,SNAP25
236835_at,-0.282749642,1.809435434,-3.138944721,0.003503595,0.388741293,-1.835080983,FUT8-AS1
235573_at,-0.605276375,5.530827157,-3.137113689,0.003520537,0.388741293,-1.83881845,HSPH1
204334_at,0.458239464,5.967074633,3.134829452,0.003541781,0.388741293,-1.843479566,KLF7
235084_x_at,0.266718075,6.306852804,3.134205627,0.003547603,0.388741293,-1.844752241,TRIM38
219906_at,0.455463903,4.063772869,3.133503899,0.003554164,0.388741293,-1.846183704,EBLN2
1557638_at,-0.771087858,2.6451979,-3.132549937,0.003563102,0.388741293,-1.848129464,LOC101929748
202203_s_at,-0.675658278,3.969958581,-3.13138642,0.003574032,0.388741293,-1.850502269,AMFR
221963_x_at,0.332679099,5.674403959,3.131175506,0.003576016,0.388741293,-1.850932349,ZNF587B
223671_x_at,0.294223956,5.569161987,3.130329325,0.00358399,0.388741293,-1.852657685,DPH5
230164_at,0.391860363,5.642335166,3.129792987,0.003589052,0.388741293,-1.853751148,ZNF621
228061_at,-0.353882188,5.618859414,-3.12796443,0.003606362,0.388741293,-1.85747847,CCDC126
207966_s_at,0.439832932,6.285435701,3.127779996,0.003608112,0.388741293,-1.857854362,GLG1
201089_at,-0.661260148,6.846353713,-3.126667584,0.003618687,0.388741293,-1.860121336,ATP6V1B2
205047_s_at,-0.71760906,3.515867708,-3.126413481,0.003621106,0.388741293,-1.860639116,ASNS
205809_s_at,-0.71752711,6.831660901,-3.125418758,0.003630593,0.388741293,-1.862665854,WASL
206282_at,-0.287726007,1.699528727,-3.124787607,0.003636625,0.388741293,-1.86395166,NEUROD1
216717_at,0.386994259,3.193197693,3.124619784,0.00363823,0.388741293,-1.864293536,SUPT20H
214844_s_at,-1.104941219,4.924590484,-3.12433213,0.003640983,0.388741293,-1.864879502,DOK5
200777_s_at,-0.571782729,5.469340588,-3.121858427,0.003664741,0.388741293,-1.869917506,BZW1
224857_s_at,-0.49497571,5.102054122,-3.120949866,0.003673505,0.388741293,-1.871767432,POLR1D
233368_s_at,0.489068831,2.591467231,3.120806968,0.003674885,0.388741293,-1.872058364,DNAJC27
203608_at,-0.893475497,3.09313512,-3.120706514,0.003675855,0.388741293,-1.872262879,ALDH5A1
224728_at,-0.909902155,4.942293232,-3.120128827,0.003681441,0.388741293,-1.873438936,ATPAF1
205355_at,-0.344600158,1.869274908,-3.11975783,0.003685032,0.388741293,-1.874194158,ACADSB
212446_s_at,-0.797976568,4.905688367,-3.118624182,0.003696026,0.388741293,-1.876501614,CERS6
210040_at,-0.502731601,8.404889353,-3.118340154,0.003698786,0.388741293,-1.87707967,SLC12A5
232706_s_at,0.386084322,6.208386518,3.117947498,0.003702604,0.388741293,-1.877878764,TRABD
1552612_at,-1.40011826,3.880932011,-3.113821163,0.003742954,0.388741293,-1.886273406,CDC42SE2
232786_at,-0.279621364,1.546242605,-3.112314325,0.003757793,0.388741293,-1.889337615,COG6
202299_s_at,-0.385541658,3.820173273,-3.112233224,0.003758593,0.388741293,-1.889502517,LAMTOR5
211150_s_at,-0.464873274,4.870962874,-3.111261155,0.003768197,0.388741293,-1.891478859,DLAT
225936_at,-0.690615602,3.912347793,-3.110343905,0.003777281,0.388741293,-1.893343478,EID2
216075_at,0.636774752,3.63627328,3.106980383,0.00381077,0.388741293,-1.900178732,ST3GAL5
223685_s_at,0.42158157,3.64511895,3.106898778,0.003811586,0.388741293,-1.900344525,PRPF18
213553_x_at,0.343614927,6.364528055,3.105507775,0.00382552,0.388741293,-1.903170221,APOC1
201326_at,-0.434056326,7.231613798,-3.105367985,0.003826923,0.388741293,-1.903454158,CCT6A
219308_s_at,-0.470907069,10.27375553,-3.104962625,0.003830994,0.388741293,-1.904277479,AK5
219976_at,-0.640475163,4.40385882,-3.104156258,0.003839105,0.388741293,-1.905915129,HOOK1
218332_at,-0.645170267,9.0759062,-3.104147557,0.003839192,0.388741293,-1.905932798,BEX1
228063_s_at,-0.712542782,8.946731172,-3.102719921,0.003853592,0.388741293,-1.90883168,NAP1L5
201751_at,-0.278489975,2.782283302,-3.101125191,0.003869739,0.388741293,-1.912069105,JOSD1
205638_at,-0.420424965,3.446064133,-3.100910462,0.003871918,0.388741293,-1.91250496,ADGRB3
241601_at,-0.609154332,6.542065042,-3.100452845,0.003876565,0.388741293,-1.91343378,WIPF3
207436_x_at,0.437069209,7.163279384,3.098106269,0.00390048,0.388741293,-1.918195574,SORBS1
233098_s_at,-0.423233429,2.071737808,-3.097574792,0.003905916,0.388741293,-1.919273837,EPB41L4B
1553502_a_at,0.447322847,4.12483162,3.097332162,0.0039084,0.388741293,-1.919766056,PALM2AKAP2
202670_at,-0.714047193,6.355953935,-3.097130196,0.003910469,0.388741293,-1.920175767,MAP2K1
218269_at,-0.54271412,7.833091267,-3.095777944,0.003924347,0.388741293,-1.922918631,DROSHA
205399_at,-0.577165736,7.826061905,-3.095647725,0.003925686,0.388741293,-1.923182734,DCLK1
230447_at,-0.579534826,5.830531731,-3.095022483,0.003932121,0.388741293,-1.924450735,FAXC
229017_s_at,-0.811607441,5.594141188,-3.094627877,0.003936187,0.388741293,-1.92525094,DSTYK
1557475_at,-0.336573443,1.640541413,-3.094174119,0.003940868,0.388741293,-1.926171037,LINC00507
217991_x_at,-0.65279307,5.931693129,-3.094073755,0.003941904,0.388741293,-1.926374539,SSBP3
207121_s_at,-0.569498964,3.839184468,-3.094048407,0.003942166,0.388741293,-1.926425935,MAPK6
223500_at,-0.582947106,4.85162953,-3.093629818,0.00394649,0.388741293,-1.927274646,CPLX1
224672_x_at,-0.316811967,2.958131431,-3.093591329,0.003946888,0.388741293,-1.92735268,MESD
208268_at,0.516947832,5.023854852,3.093464104,0.003948203,0.388741293,-1.927610623,ADAM28
228540_at,0.445546642,5.448735637,3.093127221,0.003951688,0.388741293,-1.928293612,QKI
